ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display
201-2641,Killen Primary School ,Controlled,136,BT817SD,54.676376,-7.62298,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,116.6190379,106,0,30,Child Evangelism Fellowship<br>Hope for Youth Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union
201-2648,Gillygooley Primary School ,Controlled,23,BT785PX,54.611252,-7.386787,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,47.95831523,18,0,5,Local Church of Ireland<br>Local Community Church<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church
201-2669,Queen Elizabeth II Primary School ,Controlled,42,BT783RJ,54.442087,-7.538532,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,64.80740698,38-42,0,0-4,Child Evangelism Fellowship<br>Local Church of Ireland<br>Scripture Union
201-2671,Langfield Primary School ,Controlled,22,BT784PG,54.616985,-7.493971,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,46.9041576,18-22,0,0-4,Child Evangelism Fellowship<br>Local Methodist Church<br>Scripture Union
201-2691,Omagh County Primary School ,Controlled,370,BT790AJ,54.600998,-7.292169,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,192.35384061671343,229,50,91,Local Baptist Church<br>Local Catholic Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church
201-2707,Dromore Primary School ,Controlled,46,BT783EE,54.510784,-7.454496,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,67.82329983125268,38,04-Apr,04-Apr,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Methodist Church<br>Scripture Union
201-2708,Strabane Primary School,Controlled,270,BT828DX,54.83205,-7.461078,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,164.31676725154983,66,166,38,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Catholic Church<br>Scripture Union
201-2711,Donemana Primary School ,Controlled,112,BT820PH,54.877979,-7.302308,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,105.83005244258362,73,0-4,35-39,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union<br>Temperance Charity
201-6003,Jones Memorial Primary School ,Controlled,140,BT745QF,54.328868,-7.656817,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.32159566199232,64,43,33,Child Evangelism Fellowship<br>Elim Pentecostal<br>Independent Methodist<br>Local Baptist Church<br>Local Catholic Church<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Reformed Presbyterian<br>Scripture Union
201-6029,Drumachose Primary School ,Controlled,399,BT490BS,55.051176,-6.94439,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,199.74984355438175,247,46,106,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church
201-6068,Artigarvan Primary School ,Controlled,168,BT820HN,54.855847,-7.407479,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,129.6148139681572,128,11,29,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church<br>Stand By Me
201-6071,Greenhaw Primary School ,Controlled,324,BT488BA,55.021889,-7.317524,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180,7,301,16,Local Catholic Church
201-6089,Gibson Primary School ,Controlled,327,BT797EG,54.604154,-7.29572,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180.83141320025123,179,64,84,Evangelical Presbyterian<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church
201-6102,Tempo Primary School ,Controlled,81,BT943LU,54.377149,-7.461287,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,90,52,0-4,25-29,Baptist Youth<br>Child Evangelism Fellowship<br>Hope for Youth Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union
201-6124,Ashlea Primary School ,Controlled,101,BT473QT,54.973507,-7.287503,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,100.4987562112089,92,0,9,Child Evangelism Fellowship
201-6127,Maguiresbridge Primary School ,Controlled,125,BT944PJ,54.301344,-7.481555,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,111.80339887498948,106,0-4,15-19,Independent Methodist<br>Local Baptist Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union
201-6151,Irvinestown Primary School ,Controlled,162,BT941DY,54.472202,-7.642599,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,127.27922061357856,104,26,32,Local Church of Ireland<br>Scripture Union<br>Vineyard
201-6152,Enniskillen Model Primary School ,Controlled,423,BT746HZ,54.341165,-7.620475,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,205.66963801203133,224,68,131,Christian Fellowship Church (CFC)<br>Independent Methodist<br>Local Baptist Church<br>Local Catholic Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church
201-6184,Lack Primary School ,Controlled,25,BT930BU,54.546551,-7.579352,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,50,21-25,0,0-4,Local Church of Ireland<br>Local Free Presbyterian Church<br>Scripture Union
201-6203,Lisnagelvin Primary School ,Controlled,567,BT475QZ,54.99271,-7.290194,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,238.1176179958132,293,97,177,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
201-6218,Lisbellaw Primary School ,Controlled,211,BT945BF,54.313563,-7.541601,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.25839046333948,180,0-4,27-31,Christian Fellowship Church (CFC)<br>Elim Pentecostal<br>Hope for Youth Ministries<br>Independent Methodist<br>Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Love for Life<br>Non-Religious<br>Scripture Union
201-6262,Newtownstewart Model Primary School ,Controlled,64,BT784EX,54.717583,-7.393252,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,80,48,0,16,Child Evangelism Fellowship<br>Local Free Presbyterian Church<br>Scripture Union
201-6372,Cumber Claudy Primary School ,Controlled,151,BT474HX,54.911407,-7.16597,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.88205727444507,121,9,21,Child Evangelism Fellowship<br>Local Presbyterian Church<br>Scripture Union
201-6395,Gortin Primary School ,Controlled,67,BT798QB,54.721979,-7.232268,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,81.85352771872451,56,0-4,07-Nov,Child Evangelism Fellowship<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
201-6426,Limavady Central Primary School ,Controlled,326,BT490NB,55.040775,-6.937312,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,180.55470085267788,218,28,80,Child Evangelism Fellowship<br>Local Presbyterian Church<br>Non-Religious<br>Other Christian Charities<br>Scripture Union<br>Vineyard
201-6564,Fountain Primary School ,Controlled,72,BT486RE,54.992945,-7.320312,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,84.85281374238569,48,5,19,Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church
201-6645,Bready Jubilee Primary School ,Controlled,123,BT820DN,54.922304,-7.424609,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,110.90536506409418,101,0-4,18-22,Baptist Youth<br>Child Evangelism Fellowship<br>Crown Jesus Ministries<br>Independent Methodist<br>Local Presbyterian Church<br>Reformed Presbyterian<br>Scripture Union
201-6656,Drumrane Primary School,Controlled,140,BT474NL,54.969592,-6.939161,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.32159566199232,120,0-4,16-20,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
201-6663,Cooley Primary School ,Controlled,102,BT799DH,54.556212,-7.124179,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,100.99504938362077,83,12,7,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Missions<br>Scripture Union
201-6700,Gaelscoil Neachtain ,Controlled,149,BT474RF,54.960912,-6.920609,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.06555615733704,0,145-149,0-4,Eucharistic Adoration<br>Local Catholic Church
201-6701,Ardstraw Jubilee Primary School ,Controlled,85,BT784LA,54.730514,-7.437064,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,92.19544457292886,55,0,30,Local Free Presbyterian Church<br>Local Presbyterian Church<br>Missions
203-0364,Rosemount Primary School ,Roman Catholic Maintained,380,BT489DD,55.00123,-7.333908,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,194.93588689617928,0,374,6,Local Catholic Church
203-1863,Tattygar Primary School ,Roman Catholic Maintained,67,BT945GT,54.323129,-7.534164,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.85352771872451,0,63-67,0-4,Local Catholic Church
203-1868,St Tierney's Primary School ,Roman Catholic Maintained,126,BT927JS,54.244237,-7.179598,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,112.24972160321823,0-4,118-126,0-4,Local Catholic Church
203-1869,St Mary's Primary School ,Roman Catholic Maintained,178,BT928JJ,54.176603,-7.361462,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,133.41664064126334,0-4,170-178,0-4,Local Catholic Church
203-1874,St Patrick's Primary School ,Roman Catholic Maintained,124,BT936LR,54.423359,-7.825537,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,111.35528725660043,0,120-124,0-4,Diocesan / Catechetical advisors
203-1880,St Ninnidh's Primary School ,Roman Catholic Maintained,143,BT929JZ,54.195598,-7.586252,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,119.58260743101398,0-4,135-143,0-4,Local Catholic Church
203-1884,St Mary's Primary School ,Roman Catholic Maintained,88,BT923ET,54.255454,-7.69017,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,93.8083152,0,84-88,0-4,Local Catholic Church
203-1887,St John the Baptist Primary School ,Roman Catholic Maintained,27,BT933DP,54.466277,-8.0356,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,51.96152422706632,0-4,23-27,0,Love for Life<br>Retreats
203-1895,St Mary's Primary School ,Roman Catholic Maintained,151,BT944RG,54.289934,-7.464837,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,122.88205727444507,0,147-151,0-4,Local Catholic Church
203-1901,St Ronan's Primary School ,Roman Catholic Maintained,364,BT920LA,54.260906,-7.452585,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,190.78784028338916,0,358,6,Local Catholic Church
203-2212,Glendermott Primary School ,Roman Catholic Maintained,202,BT473QZ,54.965896,-7.266061,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,142.12670403551894,0-4,194,04-Aug,Local Catholic Church
203-2263,St Canice's Primary School ,Roman Catholic Maintained,93,BT474TW,54.8857,-7.015088,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,96.43650760992956,0,89-93,0-4,Local Catholic Church
203-2286,St Matthew's Primary School ,Roman Catholic Maintained,104,BT490PX,54.985183,-6.856552,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.9803902718557,0-4,96-104,0-4,Eucharistic Adoration<br>Local Catholic Church
203-2287,Termoncanice Primary School ,Roman Catholic Maintained,509,BT499BH,55.046781,-6.951358,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,225.6102834535696,0,501,8,Local Catholic Church
203-2294,St Mary's Primary School ,Roman Catholic Maintained,133,BT474DP,54.867191,-7.077576,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,115.32562594670796,0,129-133,0-4,Local Catholic Church
203-2573,St Brigid's Primary School ,Roman Catholic Maintained,38,BT799JA,54.524815,-7.085406,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,61.64414002968976,0,34-38,0-4,Local Catholic Church
203-2603,Tummery Primary School ,Roman Catholic Maintained,29,BT783JZ,54.494715,-7.522985,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,53.85164807134504,0,25-29,0-4,Local Catholic Church<br>Missions
203-2628,Knocknagor Primary School ,Roman Catholic Maintained,45,BT783TX,54.492553,-7.554537,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,67.08203932,0,41-45,0-4,Local Catholic Church
203-2662,St Brigid's Primary School ,Roman Catholic Maintained,66,BT797PT,54.651132,-7.172937,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.24038404635961,0,62-66,0-4,Local Catholic Church
203-2682,St Eugene's Primary School ,Roman Catholic Maintained,65,BT829JH,54.759388,-7.457354,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,80.62257748298549,0-4,57-65,0-4,Local Catholic Church
203-2684,St Lawrence's Primary School ,Roman Catholic Maintained,243,BT782NR,54.493603,-7.323812,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,155.88457268119896,0,239-243,0-4,Local Catholic Church
203-2685,St Brigid's Primary School ,Roman Catholic Maintained,24,BT798LR,54.780986,-7.08428,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,48.98979485566356,0,20-24,0-4,Local Catholic Church
203-2688,St Eugene's Primary School ,Roman Catholic Maintained,22,BT797SN,54.676899,-7.283284,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,46.9041576,0,18-22,0-4,Diocesan / Catechetical advisors<br>Local Catholic Church
203-2700,St Joseph's Primary School ,Roman Catholic Maintained,140,BT784QY,54.611889,-7.488989,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,118.32159566199232,0,136-140,0-4,Local Catholic Church
203-2704,St Ronan's Recarson Primary School ,Roman Catholic Maintained,119,BT790NE,54.595891,-7.235386,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,109.08712114635712,0,115-119,0-4,Local Catholic Church
203-2705,St Patrick's Primary School ,Roman Catholic Maintained,110,BT782RJ,54.484556,-7.201639,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,104.88088481701516,0,106-110,0-4,Legion of Mary<br>Local Catholic Church
203-2730,St Columba's Primary School ,Roman Catholic Maintained,105,BT829QY,54.793982,-7.530534,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,102.46950765959598,0,101-105,0-4,Eucharistic Adoration<br>Legion of Mary<br>Local Catholic Church
203-2731,St Teresa's Primary School ,Roman Catholic Maintained,183,BT799LG,54.627131,-7.10262,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,135.27749258468685,0,179-183,0-4,Local Catholic Church
203-2737,St Colmcille's Primary School ,Roman Catholic Maintained,405,BT799BE,54.598316,-7.035423,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,201.24611797498108,0,401-405,0-4,Diocesan / Catechetical advisors<br>Local Catholic Church
203-3708,St Aidan's Primary School Magilligan,Roman Catholic Maintained,64,BT490LL,55.151115,-6.90718,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,80,0-4,56-64,0-4,Local Catholic Church
203-6008,St Patrick's Primary School ,Roman Catholic Maintained,104,BT784AQ,54.715358,-7.379801,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.9803902718557,0,100-104,0-4,Local Catholic Church
203-6032,St John's Primary School ,Roman Catholic Maintained,436,BT489PJ,54.995505,-7.338315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,208.80613017821105,0-4,428-436,0-4,Local Catholic Church
203-6045,St Canice's Primary School ,Roman Catholic Maintained,282,BT474SE,54.922312,-6.91358,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,167.92855623746664,0,278-282,0-4,Local Catholic Church
203-6069,St Anne's Primary School ,Roman Catholic Maintained,384,BT480EY,55.005322,-7.333246,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,195.95917942265424,0,380-384,0-4,Diocesan / Catechetical advisors
203-6070,St Joseph's Primary School ,Roman Catholic Maintained,153,BT930HA,54.53127,-7.658811,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,123.6931687685298,0,141,12,Local Catholic Church<br>Love for Life<br>Non-Religious
203-6082,St Colmcille's Primary School ,Roman Catholic Maintained,264,BT474HR,54.912439,-7.156686,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,162.48076809271922,0-4,254,06-Oct,Diocesan / Catechetical advisors<br>Local Catholic Church
203-6084,Steelstown Primary School ,Roman Catholic Maintained,455,BT488EX,55.027308,-7.308315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,213.3072900770154,0-4,447-455,0-4,Local Catholic Church
203-6085,St Peter's & St Paul's Primary School ,Roman Catholic Maintained,57,BT474PJ,54.92985,-7.030482,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,75.49834435,0-4,49-57,0-4,Local Catholic Church
203-6090,St Naile's Primary School ,Roman Catholic Maintained,102,BT924FJ,54.226683,-7.645845,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,100.99504938362077,0,98-102,0-4,Local Catholic Church
203-6094,St Patrick's Primary School ,Roman Catholic Maintained,313,BT817EE,54.716013,-7.596249,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,176.91806012954132,0-4,300,Sep-13,Local Catholic Church<br>Local Presbyterian Church<br>Love for Life
203-6095,St Mary's Primary School ,Roman Catholic Maintained,156,BT820BE,54.88006,-7.415771,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,124.89995996796796,0,152-156,0-4,Local Catholic Church
203-6097,St Peter's Primary School ,Roman Catholic Maintained,74,BT798AF,54.768753,-7.253756,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.02325267042627,0-4,66-74,0-4,Local Catholic Church
203-6105,St Martin's Primary School ,Roman Catholic Maintained,104,BT934AE,54.419779,-8.088937,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,101.9803902718557,0-4,96-104,0-4,Local Catholic Church
203-6107,St Joseph's Primary School ,Roman Catholic Maintained,72,BT925BE,54.216796,-7.390917,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,84.85281374238569,0,68-72,0-4,Local Catholic Church
203-6116,St Conor's Primary School ,Roman Catholic Maintained,446,BT785JQ,54.598425,-7.324659,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,211.18712081942877,0,442-446,0-4,Local Catholic Church
203-6142,"St Brigid's Primary School & Nursery, Carnhill",Roman Catholic Maintained,410,BT488BZ,55.024672,-7.317226,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,202.48456731316588,0,406-410,0-4,Local Catholic Church
203-6143,St Oliver Plunkett Primary School ,Roman Catholic Maintained,196,BT476XA,55.031244,-7.268792,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140,0-4,176,16-20,Reach Mentoring
203-6149,St Finlough's Primary School Sistrakeel,Roman Catholic Maintained,68,BT499JL,55.013004,-7.039372,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,82.46211251235322,0,64-68,0-4,Local Catholic Church
203-6186,St Dympna's Primary School ,Roman Catholic Maintained,212,BT783FE,54.513523,-7.456266,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,145.60219778561037,0-4,203,05-Sep,Local Catholic Church
203-6213,St Columban's Primary School ,Roman Catholic Maintained,95,BT935DS,54.3074,-7.895129,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,97.46794344808964,0-4,87-95,0-4,Local Catholic Church
203-6227,St Paul's Primary School Slievemore,Roman Catholic Maintained,217,BT488QZ,55.04889,-7.263448,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,147.3091986265623,0-4,208,05-Sep,Unclassified
203-6247,St Columba's Primary School ,Roman Catholic Maintained,47,BT472QS,54.957264,-7.358034,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,68.55654600401044,0,43-47,0-4,Local Catholic Church
203-6288,"Good Shepherd Primary & Nursery, Derry",Roman Catholic Maintained,430,BT476BW,54.993609,-7.309067,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,207.3644135332772,6,388,36,Local Catholic Church
203-6415,Our Lady of Lourdes Primary School ,Roman Catholic Maintained,112,BT797QP,54.692109,-7.087182,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,105.83005244258362,0,108-112,0-4,Local Catholic Church
203-6449,Christ the King Primary School ,Roman Catholic Maintained,196,BT797HX,54.613757,-7.300491,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140,05-Sep,187,0-4,Local Catholic Church
203-6458,"St Mary’s Primary School, Gortnaghey ",Roman Catholic Maintained,77,BT474PZ,54.956429,-6.97026,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,87.74964387392123,0-4,73-77,0,Local Catholic Church
203-6459,St Theresa's Primary School ,Roman Catholic Maintained,92,BT829NZ,54.786624,-7.49033,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,95.91663047,0-4,84-92,0-4,Local Catholic Church
203-6461,St Therese Primary School ,Roman Catholic Maintained,361,BT488NX,55.032088,-7.324654,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,190,0-4,357-361,0,Local Catholic Church
203-6465,Chapel Road Primary School ,Roman Catholic Maintained,175,BT472BD,54.990062,-7.307753,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,132.2875655532295,5,160,10,Local Catholic Church
203-6472,Holy Family Primary School ,Roman Catholic Maintained,530,BT480AZ,55.018162,-7.345367,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,230.21728866442675,0,526-530,0-4,Local Catholic Church
203-6473,St Eithne's Primary School ,Roman Catholic Maintained,331,BT480LT,55.013553,-7.353712,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,181.9340539866025,0,327-331,0-4,Local Catholic Church
203-6475,Longtower Primary School ,Roman Catholic Maintained,277,BT486QQ,54.993057,-7.327653,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,166.43316977093238,0,268,9,Local Catholic Church
203-6533,Hollybush Primary School ,Roman Catholic Maintained,438,BT488JN,55.051981,-7.269556,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,209.2844953645635,0-4,417,17-21,Local Catholic Church
203-6555,St Eugene's Primary School ,Roman Catholic Maintained,171,BT487DS,54.999738,-7.327291,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,130.7669683062202,0-4,152,15-19,Local Catholic Church
203-6557,All Saints Primary School ,Roman Catholic Maintained,102,BT785BR,54.560881,-7.411751,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,100.99504938362077,0,98-102,0-4,Local Chaplains
203-6574,Bunscoil Cholmcille & Naíscoil Dhoire,Roman Catholic Maintained,143,BT488EX,55.027308,-7.308315,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,119.58260743101398,0,136,7,Local Catholic Church
203-6581,St Patricks Primary School ,Roman Catholic Maintained,774,BT487RD,55.021037,-7.317757,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,278.20855486487113,0,770-774,0-4,Local Catholic Church
203-6632,Holy Trinity Primary School ,Roman Catholic Maintained,624,BT746AZ,54.350536,-7.641488,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,249.79991993593592,22,526,76,Local Catholic Church
203-6659,St Macartan's Primary School ,Roman Catholic Maintained,89,BT927NQ,54.227755,-7.257756,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,94.33981132056604,0-4,85-89,0,Local Catholic Church
203-6674,Holy Family Primary School,Roman Catholic Maintained,341,BT785HZ,54.602108,-7.310223,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,184.66185312619388,0,335,6,Local Chaplains
203-6696,St Mary's Primary School,Roman Catholic Maintained,704,BT829EF,54.815208,-7.473653,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,265.3299832,0,698,6,Local Catholic Church
203-6712,"St Michael's Primary School, Dunamanagh",Roman Catholic Maintained,82,BT820QN,54.871389,-7.309213,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,90.55385138137416,0,78-82,0-4,Local Catholic Church
204-6638,Gaelscoil Uí Dhochartaigh,Other Maintained,159,BT829AQ,54.817641,-7.461006,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,126.09520212918493,0-4,151-159,0-4,Local Catholic Church
204-6646,Naíscoil & Gaelscoil Éadain Mhóir,Other Maintained,196,BT486NP,54.989937,-7.333673,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140,0,155,41,Local Catholic Church
