ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display
204-6669,Bunscoil an Traonaigh,Other Maintained,57,BT920PE,54.263484,-7.462464,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,75.49834435,0,53-57,0-4,Local Catholic Church
204-6677,Gaelscoil na gCrann,Other Maintained,185,BT790JP,54.601822,-7.245673,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,136.01470508735443,0,180,5,Local Catholic Church
204-6687,Gaelscoil na Daróige,Other Maintained,110,BT480ND,55.023657,-7.346622,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,104.88088481701516,0,101,9,Local Catholic Church
206-6549,Enniskillen Integrated Primary School ,Grant Maintained Integrated,425,BT744FH,54.364444,-7.647982,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,206.15528128088303,107,198,120,Living Bible Experience<br>Local Catholic Church<br>Scripture Union
206-6552,Omagh Integrated Primary School ,Grant Maintained Integrated,300,BT790GW,54.60206,-7.269962,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,173.20508075688775,39,126,135,Local Catholic Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church
206-6558,Oakgrove Integrated Primary School ,Grant Maintained Integrated,420,BT476JY,54.999642,-7.305307,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,204.93901531919195,75,188,157,Local Church of Ireland
206-6665,Roe Valley Integrated Primary School ,Grant Maintained Integrated,189,BT499EX,55.037408,-6.949867,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,137.4772708486752,50,100,39,Diocesan / Catechetical advisors<br>Local Catholic Church<br>Non-Religious
301-0404,Tildarg Primary School ,Controlled,46,BT399JU,54.794311,-6.056293,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,67.82329983125268,37,0,9,Crown Jesus Ministries<br>Local Baptist Church<br>Local Presbyterian Church<br>Stand By Me<br>Youth For Christ
301-0486,Larne and Inver Primary School ,Controlled,191,BT403AY,54.848481,-5.823055,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.20274961085255,107,0-4,80-84,Baptist Youth<br>Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union<br>Stand By Me
301-0553,Carrickfergus Model Primary School ,Controlled,384,BT388BU,54.712131,-5.817412,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,195.95917942265424,222,8,154,Child Evangelism Fellowship<br>Crown Jesus Ministries<br>Local Baptist Church<br>Love for Life<br>Vineyard
301-0558,Duneane Primary School ,Controlled,19,BT413RD,54.752938,-6.412306,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,43.58898943540674,15-19,0,0-4,Child Evangelism Fellowship<br>Free Presbyterian Kids<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church
301-0570,Straid Primary School ,Controlled,30,BT399NQ,54.751376,-5.926334,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,54.77225575051661,26-30,0,0-4,Child Evangelism Fellowship<br>Local Baptist Church<br>Non-Religious<br>Youth For Christ
301-0572,Carrowreagh Primary School ,Controlled,82,BT537JL,55.017755,-6.505919,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,90.55385138137416,57,0-4,21-25,Local Presbyterian Church<br>Scripture Union
301-0594,Garryduff Primary School ,Controlled,77,BT537DR,55.03175,-6.447717,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,87.74964387392123,64,0,13,Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union<br>Vineyard
301-0642,Parkgate Primary School ,Controlled,47,BT390DH,54.725222,-6.092681,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,68.55654600401044,35,0,12,Local Presbyterian Church<br>Scripture Union<br>Stand By Me<br>Youth For Christ
301-0646,Olderfleet Primary School ,Controlled,118,BT401BX,54.851256,-5.804001,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,108.62780491200216,72,0-4,42-46,Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
301-0696,Woodburn Primary School ,Controlled,202,BT389AB,54.728669,-5.843831,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,142.12670403551894,131,0-4,67-71,Baptist Youth<br>Child Evangelism Fellowship<br>Elim Pentecostal<br>Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Non-Religious<br>Origin Bible Experience<br>Scripture Union<br>Stand By Me
301-0714,Buick Memorial Primary School ,Controlled,287,BT421BW,54.888188,-6.353409,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,169.41074346097415,200,0-4,83-87,Coaching for Christ<br>Elim Pentecostal<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Reformed Presbyterian<br>Scripture Union
301-0726,Dunseverick Primary School ,Controlled,89,BT578SR,55.22619,-6.445024,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,94.33981132056604,70,0-4,15-19,Local Church of Ireland
301-0745,Loanends Primary School ,Controlled,191,BT294YR,54.66345,-6.105637,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.20274961085255,118,6,67,Bible Educational Services<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-0754,Doagh Primary School ,Controlled,130,BT390QL,54.738077,-6.042388,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,114.0175425099138,79,0-4,47-51,Crown Jesus Ministries<br>Local Methodist Church<br>Local Presbyterian Church<br>Stand By Me<br>Youth For Christ
301-0779,The Thompson Primary School,Controlled,166,BT399RX,54.716772,-6.001527,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,128.84098726725125,89,0-4,73-77,Local Brethren / Gospel Hall<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union<br>Stand By Me<br>Youth For Christ
301-0780,Kirkinriola Primary School ,Controlled,81,BT436TB,54.896659,-6.262434,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,90,50,9,22,Hope for Youth Ministries<br>Local Brethren / Gospel Hall<br>Local Presbyterian Church<br>Reformed Presbyterian<br>Scripture Union
301-0785,Eden Primary School ,Controlled,209,BT387NL,54.728552,-5.774239,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,144.5683229480096,140,0-4,65-69,Child Evangelism Fellowship<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Evangelical Church<br>Scripture Union<br>Stand By Me
301-0787,Lislagan Primary School ,Controlled,116,BT537JF,55.047731,-6.505037,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,107.70329614269008,80,0-4,32-36,Child Evangelism Fellowship<br>Local Free Presbyterian Church<br>Vineyard
301-0794,Gracehill Primary School ,Controlled,437,BT422NL,54.85338,-6.327438,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,209.04544960366877,286,0-4,147-151,Crown Jesus Ministries<br>Independent Non Denominational Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Presbyterian Church<br>Moravian Church
301-0796,Eden Primary School ,Controlled,86,BT537PB,55.03145,-6.56373,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,92.73618495495704,55,0-4,27-31,Child Evangelism Fellowship<br>Crown Jesus Ministries<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-0802,Ballynure Primary School ,Controlled,151,BT399UE,54.778394,-5.955464,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.88205727444507,94,0-4,53-57,Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union
301-0804,Straidbilly Primary School ,Controlled,88,BT538EE,55.17219,-6.453421,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,93.8083152,72,0,16,Child Evangelism Fellowship<br>Local Free Presbyterian Church<br>Scripture Union
301-0808,Glynn Primary School ,Controlled,89,BT403HF,54.827894,-5.8119,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,94.33981132056604,63,0,26,Scripture Union
301-0809,Ballycarry Primary School ,Controlled,50,BT389HE,54.776248,-5.752936,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,70.71067811865476,34,0,16,Local Church of Ireland<br>Local Presbyterian Church
301-0816,Randalstown Central Primary School ,Controlled,171,BT413AJ,54.749065,-6.324768,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,130.7669683062202,107,0-4,60-64,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church
301-0817,Greenisland Primary School ,Controlled,412,BT388RA,54.700702,-5.873986,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,202.9778313018444,134,20,258,Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church
301-0818,Moorfields Primary School ,Controlled,197,BT423EF,54.828612,-6.154571,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,140.3566885,158,0-4,35-39,Coaching for Christ<br>Hope for Youth Ministries<br>Local Presbyterian Church<br>Scripture Union
301-0822,Groggan Primary School ,Controlled,124,BT413EU,54.785559,-6.367003,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,111.35528725660043,91,0,33,Asia Link<br>Child Evangelism Fellowship<br>Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-0826,The Diamond Primary School ,Controlled,155,BT421EE,54.882061,-6.377391,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,124.49899597988733,123,0-4,28-32,Coaching for Christ<br>Elim Pentecostal<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union
301-0827,Whitehouse Primary School ,Controlled,448,BT379NZ,54.661514,-5.909372,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,211.66010488516724,196,18,234,Equipping for Life<br>Non-Religious<br>Scripture Union
301-0829,Antrim Primary School ,Controlled,590,BT414AB,54.717316,-6.212895,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,242.8991560298224,450,26,114,Child Evangelism Fellowship<br>Elim Pentecostal<br>Local Baptist Church<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-0834,Clough Primary School ,Controlled,183,BT449RY,54.963365,-6.283272,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,135.27749258468685,163,0,20,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Presbyterian Church<br>Reformed Presbyterian
301-0835,Kells & Connor Primary School ,Controlled,225,BT423LS,54.812475,-6.220689,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,150,133,6,86,Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
301-0842,William Pinkerton Memorial Primary School,Controlled,85,BT538BB,55.123046,-6.471546,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,92.19544457292886,65,0,20,Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Vineyard
301-0847,Portrush Primary School ,Controlled,177,BT568JW,55.1997,-6.647891,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,133.04134695650072,88,8,81,Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Reformed Presbyterian<br>Scripture Union<br>Vineyard
301-0850,Upper Ballyboley Primary School ,Controlled,17,BT399UW,54.796784,-5.95536,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,41.23105625617661,13-17,0,0-4,Bible Explorers
301-0860,Sunnylands Primary School ,Controlled,194,BT388JJ,54.72106,-5.815287,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,139.2838827718412,91-95,0-4,99,Bible Educational Services<br>Child Evangelism Fellowship<br>Local Baptist Church<br>Local Church of Ireland<br>Local Community Church<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me<br>Youth For Christ
301-0862,Abbots Cross Primary School ,Controlled,318,BT379QW,54.669209,-5.91324,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,178.32554500127006,202,0-4,112-116,Child Evangelism Fellowship<br>Equipping for Life<br>Gideons<br>Local Presbyterian Church<br>Stand By Me
301-0870,Moyle Primary School ,Controlled,426,BT401NS,54.856238,-5.819227,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,206.39767440550293,259,12,155,Church of the Nazarene<br>Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-0873,Bushmills Primary School ,Controlled,121,BT578QW,55.204966,-6.527832,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,110,74,0-4,43-47,Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Unclassified
301-0874,Whitehead Primary School ,Controlled,440,BT389NE,54.757729,-5.710212,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,209.76176963403032,233,28,179,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-0875,Ballymena Primary School ,Controlled,259,BT435BX,54.872475,-6.283945,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,160.93476939431082,86,16,157,Coaching for Christ<br>Crown Jesus Ministries<br>Hope for Youth Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Love for Life<br>Missions<br>Stand By Me
301-0878,Kilmoyle Primary School ,Controlled,99,BT536NS,55.131635,-6.549567,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,99.49874371,77,0-4,18-22,Child Evangelism Fellowship<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Scripture Union
301-0879,Straidhavern Primary School ,Controlled,50,BT294SN,54.647027,-6.147504,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,70.71067811865476,13,5,32,Local Presbyterian Church
301-0880,King's Park Primary School ,Controlled,316,BT370DG,54.677807,-5.913202,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,177.76388834631177,239,6,71,Child Evangelism Fellowship<br>Local Presbyterian Church<br>Stand By Me
301-0891,Fourtowns Primary School ,Controlled,290,BT421LA,54.853382,-6.365883,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,170.29386365926402,214,0-4,72-76,Coaching for Christ<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-0892,Ballytober Primary School ,Controlled,75,BT578UR,55.189198,-6.549391,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,86.60254037844388,57,0,18,Local Presbyterian Church
301-0893,Knockahollet Primary School ,Controlled,74,BT449BA,55.046713,-6.361116,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,86.02325267042627,50,0,24,Child Evangelism Fellowship<br>Coaching for Christ<br>Local Brethren / Gospel Hall<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-2049,Carnalridge Primary School ,Controlled,128,BT568PB,55.181707,-6.658516,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,113.1370849898476,56,8,64,Local Baptist Church<br>Local Pentecostal Church<br>Local Presbyterian Church<br>Reformed Presbyterian<br>Scripture Union<br>Vineyard
301-2065,Culcrow Primary School ,Controlled,98,BT514BT,55.053707,-6.606702,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,98.99494936611666,69,0-4,25-29,Child Evangelism Fellowship<br>Hope for Youth Ministries<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Vineyard
301-2225,Damhead Primary School ,Controlled,204,BT521UF,55.10324,-6.616839,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,142.82856857085702,130,11,63,Local Church of Ireland<br>Local Presbyterian Church<br>Vineyard
301-2229,Hezlett Primary School ,Controlled,193,BT514TZ,55.153828,-6.781233,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.92443989449805,111,5,77,Local Church of Ireland<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union
301-2233,Tobermore Primary School ,Controlled,74,BT455QB,54.815827,-6.702548,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,86.02325267042627,62,0,12,Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Non-Religious
301-2234,Ampertaine Primary School ,Controlled,120,BT465SB,54.884641,-6.629046,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,109.54451150103324,80,0-4,36-40,Hope for Youth Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church
301-2237,Killowen Primary School ,Controlled,203,BT513BZ,55.127567,-6.675885,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,142.47806848775008,75,7,121,Baptist Youth<br>Child Evangelism Fellowship
301-2250,Portstewart Primary School ,Controlled,265,BT557BT,55.18539,-6.714378,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,162.78820596099706,111,19,135,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me<br>Vineyard
301-2264,Millburn Primary School ,Controlled,339,BT522AQ,55.138851,-6.66204,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,184.11952639521968,151,29,159,Local Catholic Church<br>Local Church of Ireland<br>Local Presbyterian Church
301-2267,Magherafelt Primary School,Controlled,217,BT456PA,54.75997,-6.599445,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,147.3091986265623,133,18,66,Crown Jesus Ministries<br>Independent Methodist<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Non-Religious<br>Stand By Me
301-2269,Kilrea Primary School ,Controlled,92,BT515SE,54.94844,-6.553629,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,95.91663047,70,0,22,Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Reformed Presbyterian
301-2284,D H Christie Memorial Primary School ,Controlled,358,BT513HX,55.139124,-6.682935,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,189.20887928424503,169,57,132,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Congregational Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union<br>Vineyard
301-2288,Castleroe Primary School ,Controlled,96,BT513RN,55.107341,-6.657422,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,97.97958971132712,36-40,0-4,56,Child Evangelism Fellowship<br>Local Brethren / Gospel Hall<br>Local Congregational Church<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union<br>Vineyard
301-2290,Bellaghy Primary School ,Controlled,46,BT458HZ,54.810154,-6.516423,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,67.82329983125268,38,0-4,04-Aug,Local Church of Ireland
301-2291,Maghera Primary School ,Controlled,76,BT465BS,54.845057,-6.666739,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,87.17797887081348,39,0,37,Hope for Youth Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church
301-3310,Broughshane Primary School ,Controlled,309,BT424LB,54.892277,-6.215488,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,175.78395831246948,224,0-4,81-85,Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
301-3315,Ballykeel Primary School ,Controlled,427,BT424DN,54.858722,-6.258817,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,206.63978319771823,295,0-4,128-132,Coaching for Christ<br>Crown Jesus Ministries<br>Independent Non Denominational Church<br>Local Church of Ireland<br>Local Pentecostal Church<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-3322,Camphill Primary School ,Controlled,401,BT422DG,54.850952,-6.279737,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,200.24984394500788,258,12,131,Hope for Youth Ministries<br>Scripture Union
301-3323,Mossgrove Primary School ,Controlled,229,BT365DN,54.675706,-5.971994,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.32745950421557,85,29,115,Independent Non Denominational Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-3325,Leaney Primary School ,Controlled,299,BT537AL,55.066464,-6.505247,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,172.91616465790582,230,0,69,Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-3330,Victoria Primary School ,Controlled,411,BT387EZ,54.724088,-5.79499,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,202.73134932713293,245,0-4,162-166,Child Evangelism Fellowship<br>Elim Pentecostal<br>Joint C.O.I. & Methodist<br>Local Presbyterian Church<br>Love for Life<br>Scripture Union<br>Stand By Me
301-3331,Ballycraigy Primary School ,Controlled,133,BT411PU,54.707264,-6.188233,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,115.32562594670796,26,0,107,Crown Jesus Ministries<br>Independent Christian Volunteer<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Non-Religious<br>Scripture Union
301-3700,Macosquin Primary School ,Controlled,188,BT514ND,55.103092,-6.701323,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,137.11309200802089,49-53,0-4,135,Local Church of Ireland<br>Local Presbyterian Church<br>Vineyard
301-3704,Castledawson Primary School ,Controlled,141,BT458AB,54.778099,-6.558798,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.74342087037915,89,0-4,48-52,Child Evangelism Fellowship<br>Equipping for Life<br>Gideons<br>Hope for Youth Ministries<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
301-6005,Silverstream Primary School ,Controlled,148,BT388XD,54.691829,-5.869642,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,121.65525060596438,67,5,76,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union<br>Stand By Me
301-6014,Templepatrick Primary School ,Controlled,450,BT390AQ,54.699951,-6.091665,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,212.1320343559643,265,35,150,Local Church of Ireland<br>Local Presbyterian Church
301-6037,Greystone Primary School ,Controlled,167,BT411JW,54.713521,-6.188451,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,129.22847983320085,67,0-4,96-100,Bible Educational Services<br>Crown Jesus Ministries<br>Local Brethren / Gospel Hall<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union
301-6038,Hollybank Primary School ,Controlled,172,BT370HF,54.685744,-5.908716,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,131.1487705,94,0-4,74-78,Bible Educational Services<br>Child Evangelism Fellowship<br>Equipping for Life<br>Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Christian Community Groups<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
301-6040,Armoy Primary School ,Controlled,97,BT538TD,55.127342,-6.340615,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,98.48857801796105,73,0-4,20-24,Local Presbyterian Church<br>Scripture Union
301-6052,Harpur's Hill Primary School,Controlled,247,BT522ER,55.136238,-6.652296,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,157.1623364550171,116,13,118,Local Church of Ireland<br>Local Presbyterian Church<br>Vineyard
301-6055,Gorran Primary School ,Controlled,87,BT514HA,55.023986,-6.692078,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,93.27379053088816,64,5,18,Child Evangelism Fellowship
301-6058,Parkhall Primary School ,Controlled,181,BT411AZ,54.721184,-6.201674,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,134.53624047073708,130,11,40,Local Baptist Church<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
301-6063,Dunclug Primary School ,Controlled,127,BT436SU,54.878934,-6.276332,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,112.69427669584644,23,15,89,Local Church of Ireland<br>Local Community Church<br>Local Presbyterian Church<br>Scripture Union
301-6119,Garvagh Primary School ,Controlled,97,BT515HP,54.987462,-6.685564,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,98.48857801796105,80,0-4,13-17,Hope for Youth Ministries<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-6125,Rasharkin Primary School ,Controlled,70,BT448RX,54.954926,-6.479279,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,83.66600265340756,55,0-4,Nov-15,Child Evangelism Fellowship<br>Coaching for Christ<br>Crown Jesus Ministries<br>Independent Christian Volunteer<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union
301-6129,Carniny Primary School ,Controlled,285,BT435JR,54.872217,-6.298818,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,168.81943016134133,152,0-4,129-133,Bible Educational Services<br>Coaching for Christ<br>Local Baptist Church<br>Local Church of Ireland<br>Local Congregational Church<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-6170,Ballyhenry Primary School ,Controlled,173,BT365AZ,54.680524,-5.970529,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,131.52946437965906,71,9,93,Local Presbyterian Church
